job_name,GB_type,element,system,distance,path,structure_file,num_atoms,formula,volume,density,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,energy_eV,energy_per_atom_eV,incar,incar_system,incar_encut,incar_ediff,incar_ediffg,incar_ispin,incar_ismear,incar_sigma,incar_nsw,incar_ibrion,incar_isif,incar_prec,incar_lreal,incar_gga,potcar_symbols,potcar_nelectrons_map,potcar_total_nelectrons,parse_errors
C1-V-V-36-d-6.31,C1,V,V-36-d-6.31,6.31,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/C1/V/V-36-d-6.31,CONTCAR,52,Ti51 V1,915.1478097085853,4.522030770645507,5.088765,5.495746,32.722931,90.0,90.0,90.0,-402.8338618,-7.746805034615385,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-36-d-6.31""}",V-36-d-6.31,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",209.0,
CSL13-V-V-50-d-0.00,CSL13,V,V-50-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-50-d-0.00,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.41466886,-7.7541466886,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-50-d-0.00""}",V-50-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-51-d-0.00,CSL13,V,V-51-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-51-d-0.00,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.41369159,-7.7541369159,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-51-d-0.00""}",V-51-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-48-d-0.01,CSL13,V,V-48-d-0.01,0.01,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-48-d-0.01,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.49952,-7.7549952,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-48-d-0.01""}",V-48-d-0.01,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-49-d-0.01,CSL13,V,V-49-d-0.01,0.01,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-49-d-0.01,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.50406537,-7.7550406537,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-49-d-0.01""}",V-49-d-0.01,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-52-d-1.39,CSL13,V,V-52-d-1.39,1.39,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-52-d-1.39,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.57913808,-7.7557913808,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-52-d-1.39""}",V-52-d-1.39,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-53-d-1.39,CSL13,V,V-53-d-1.39,1.39,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-53-d-1.39,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.58331434,-7.7558331434,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-53-d-1.39""}",V-53-d-1.39,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-54-d-2.65,CSL13,V,V-54-d-2.65,2.65,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-54-d-2.65,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.53119426,-7.7553119426,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-54-d-2.65""}",V-54-d-2.65,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-55-d-2.65,CSL13,V,V-55-d-2.65,2.65,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-55-d-2.65,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.53508125,-7.7553508125,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-55-d-2.65""}",V-55-d-2.65,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-56-d-2.88,CSL13,V,V-56-d-2.88,2.88,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-56-d-2.88,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.40871751,-7.7540871751,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-56-d-2.88""}",V-56-d-2.88,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-57-d-2.88,CSL13,V,V-57-d-2.88,2.88,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-57-d-2.88,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.40349212,-7.7540349212,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-57-d-2.88""}",V-57-d-2.88,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-58-d-4.19,CSL13,V,V-58-d-4.19,4.19,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-58-d-4.19,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.56537419,-7.755653741900001,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-58-d-4.19""}",V-58-d-4.19,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-59-d-4.19,CSL13,V,V-59-d-4.19,4.19,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-59-d-4.19,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.56365909,-7.7556365909,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-59-d-4.19""}",V-59-d-4.19,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-60-d-5.27,CSL13,V,V-60-d-5.27,5.27,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-60-d-5.27,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.55724296,-7.755572429600001,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-60-d-5.27""}",V-60-d-5.27,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-61-d-5.27,CSL13,V,V-61-d-5.27,5.27,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-61-d-5.27,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.55687504,-7.7555687504,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-61-d-5.27""}",V-61-d-5.27,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-62-d-5.77,CSL13,V,V-62-d-5.77,5.77,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-62-d-5.77,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.34463781,-7.7534463781,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-62-d-5.77""}",V-62-d-5.77,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,"vasprun:no element found: line 6811, column 0"
CSL13-V-V-63-d-5.77,CSL13,V,V-63-d-5.77,5.77,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-63-d-5.77,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.33452233,-7.7533452233,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-63-d-5.77""}",V-63-d-5.77,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-64-d-6.97,CSL13,V,V-64-d-6.97,6.97,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-64-d-6.97,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.53504091,-7.7553504091,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-64-d-6.97""}",V-64-d-6.97,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL13-V-V-65-d-6.97,CSL13,V,V-65-d-6.97,6.97,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/V/V-65-d-6.97,CONTCAR,100,Ti99 V1,1763.444840425979,4.510267350718766,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-775.52916053,-7.7552916053,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-65-d-6.97""}",V-65-d-6.97,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",401.0,
CSL7-V-V-24-d-0.00,CSL7,V,V-24-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/V/V-24-d-0.00,CONTCAR,52,Ti51 V1,906.2619337821728,4.566369170908752,4.6568,7.770572,25.044546,90.0,90.0,90.0,-401.34119083,-7.718099823653846,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-24-d-0.00""}",V-24-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",209.0,
CSL7-V-V-25-d-0.00,CSL7,V,V-25-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/V/V-25-d-0.00,CONTCAR,52,Ti51 V1,906.2619337821728,4.566369170908752,4.6568,7.770572,25.044546,90.0,90.0,90.0,-401.68859118,-7.724780599615385,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-25-d-0.00""}",V-25-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",209.0,
CSL7-V-V-26-d-0.72,CSL7,V,V-26-d-0.72,0.72,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/V/V-26-d-0.72,CONTCAR,52,Ti51 V1,906.2619337821728,4.566369170908752,4.6568,7.770572,25.044546,90.0,90.0,90.0,-401.86014727,-7.728079755192308,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-26-d-0.72""}",V-26-d-0.72,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",209.0,
CSL7-V-V-27-d-1.36,CSL7,V,V-27-d-1.36,1.36,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/V/V-27-d-1.36,CONTCAR,52,Ti51 V1,906.2619337821728,4.566369170908752,4.6568,7.770572,25.044546,90.0,90.0,90.0,-401.75138482,-7.725988169615385,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-27-d-1.36""}",V-27-d-1.36,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""V"", ""Ti""]","{""Ti"": 4.0, ""V"": 5.0}",209.0,
